fund_id,date_id,date,nav_value,daily_return
6,1354,2025-09-16,168.09,0.0001
6,1355,2025-09-17,167.71,-0.0024
6,1356,2025-09-18,169.85,0.01
6,1357,2025-09-19,167.9,-0.0019
6,1358,2025-09-20,167.84,-0.0025
6,1359,2025-09-21,167.74,-0.0034
6,1360,2025-09-22,168.15,-0.0013
6,1361,2025-09-23,168.84,0.0025
6,1362,2025-09-24,168.44,-0.0002
6,1363,2025-09-25,166.65,-0.0111
6,1364,2025-09-26,167.84,-0.0043
6,1365,2025-09-27,166.57,-0.0121
6,1366,2025-09-28,170.01,0.0079
6,1367,2025-09-29,169.37,0.0039
6,1368,2025-09-30,168.91,0.0008
6,1369,2025-10-01,169.59,0.0046
6,1370,2025-10-02,167.76,-0.0066
6,1371,2025-10-03,168.64,-0.0016
6,1372,2025-10-04,167.46,-0.009
6,1373,2025-10-05,167.94,-0.0064
6,1374,2025-10-06,168.9,-0.001
6,1375,2025-10-07,170.78,0.0098
6,1376,2025-10-08,169.05,-0.0008
6,1377,2025-10-09,169.45,0.0013
6,1378,2025-10-10,168.52,-0.0045
6,1379,2025-10-11,168.78,-0.0032
6,1380,2025-10-12,169.66,0.0017
6,1381,2025-10-13,169.35,-0.0005
6,1382,2025-10-14,168.87,-0.0036
6,1383,2025-10-15,168.15,-0.0082
6,1384,2025-10-16,169.58,-0.0
6,1385,2025-10-17,169.57,-0.0004
6,1386,2025-10-18,171.68,0.0117
6,1387,2025-10-19,170.31,0.0034
6,1388,2025-10-20,171.64,0.0109
6,1389,2025-10-21,167.6,-0.0132
6,1390,2025-10-22,171.37,0.0088
6,1391,2025-10-23,170.67,0.0043
6,1392,2025-10-24,170.08,0.0005
6,1393,2025-10-25,170.29,0.0015
6,1394,2025-10-26,170.04,-0.0003
6,1395,2025-10-27,172.58,0.0143
6,1396,2025-10-28,169.54,-0.0039
6,1397,2025-10-29,170.9,0.0039
6,1398,2025-10-30,171.49,0.007
6,1399,2025-10-31,170.79,0.0026
6,1400,2025-11-01,168.85,-0.0091
6,1401,2025-11-02,171.36,0.0053
6,1402,2025-11-03,172.09,0.0093
6,1403,2025-11-04,172.07,0.0089
6,1404,2025-11-05,171.08,0.0028
6,1405,2025-11-06,171.96,0.0077
6,1406,2025-11-07,171.33,0.0037
6,1407,2025-11-08,169.18,-0.0093
6,1408,2025-11-09,171.74,0.0055
6,1409,2025-11-10,169.71,-0.0067
6,1410,2025-11-11,170.23,-0.004
6,1411,2025-11-12,170.82,-0.0008
6,1412,2025-11-13,170.06,-0.0056
6,1413,2025-11-14,172.01,0.0055
6,1414,2025-11-15,171.75,0.0037
6,1415,2025-11-16,170.79,-0.0022
6,1416,2025-11-17,170.87,-0.002
6,1417,2025-11-18,173.3,0.0119
6,1418,2025-11-19,170.07,-0.0073
6,1419,2025-11-20,170.85,-0.003
6,1420,2025-11-21,169.84,-0.0092
6,1421,2025-11-22,171.64,0.001
6,1422,2025-11-23,170.66,-0.005
6,1423,2025-11-24,171.51,-0.0004
6,1424,2025-11-25,171.31,-0.0019
6,1425,2025-11-26,172.28,0.0035
6,1426,2025-11-27,171.82,0.0005
6,1427,2025-11-28,172.91,0.0065
6,1428,2025-11-29,171.56,-0.0016
6,1429,2025-11-30,172.03,0.0009
6,1430,2025-12-01,171.42,-0.003
6,1431,2025-12-02,171.6,-0.0022
6,1432,2025-12-03,171.46,-0.0034
6,1433,2025-12-04,173.0,0.0053
6,1434,2025-12-05,171.14,-0.0058
6,1435,2025-12-06,173.21,0.0059
6,1436,2025-12-07,171.18,-0.0062
6,1437,2025-12-08,172.63,0.0019
6,1438,2025-12-09,173.35,0.0058
6,1439,2025-12-10,171.67,-0.0042
6,1440,2025-12-11,173.27,0.0047
6,1441,2025-12-12,173.35,0.0049
6,1442,2025-12-13,173.11,0.0032
6,1443,2025-12-14,172.03,-0.0033
6,1444,2025-12-15,172.67,0.0001
6,1445,2025-12-16,172.63,-0.0005
6,1446,2025-12-17,174.45,0.0097
6,1447,2025-12-18,173.58,0.0044
6,1448,2025-12-19,172.06,-0.0047
6,1449,2025-12-20,172.42,-0.0029
6,1450,2025-12-21,173.47,0.0029
6,1451,2025-12-22,172.91,-0.0007
6,1452,2025-12-23,171.76,-0.0076
6,1453,2025-12-24,174.04,0.0053
6,1454,2025-12-25,174.53,0.0078
6,1455,2025-12-26,173.91,0.0039
6,1456,2025-12-27,173.1,-0.0011
6,1457,2025-12-28,172.83,-0.0029
6,1458,2025-12-29,175.18,0.0104
6,1459,2025-12-30,172.48,-0.0056
6,1460,2025-12-31,173.38,-0.0007
7,0,2022-01-01,114.08,0.0
7,1,2022-01-02,115.01,0.0089
7,2,2022-01-03,113.55,-0.0042
7,3,2022-01-04,113.67,-0.0035
7,4,2022-01-05,114.92,0.0071
7,5,2022-01-06,111.96,-0.019
7,6,2022-01-07,113.52,-0.0057
7,7,2022-01-08,113.47,-0.0064
7,8,2022-01-09,114.55,0.0027
7,9,2022-01-10,114.95,0.0059
7,10,2022-01-11,114.15,-0.0014
7,11,2022-01-12,114.01,-0.0029
7,12,2022-01-13,116.0,0.0142
7,13,2022-01-14,114.99,0.005
7,14,2022-01-15,115.88,0.0125
7,15,2022-01-16,114.69,0.0018
7,16,2022-01-17,116.64,0.0186
7,17,2022-01-18,114.26,-0.0025
7,18,2022-01-19,113.94,-0.0056
7,19,2022-01-20,114.14,-0.0041
7,20,2022-01-21,116.21,0.0136
7,21,2022-01-22,113.74,-0.0083
7,22,2022-01-23,113.97,-0.0065
7,23,2022-01-24,114.74,-0.0001
7,24,2022-01-25,115.89,0.0096
7,25,2022-01-26,114.44,-0.0033
7,26,2022-01-27,115.06,0.0018
7,27,2022-01-28,115.39,0.0043
7,28,2022-01-29,115.08,0.0013
7,29,2022-01-30,116.68,0.015
7,30,2022-01-31,114.34,-0.0057
7,31,2022-02-01,115.24,0.0018
7,32,2022-02-02,115.28,0.0018
7,33,2022-02-03,115.14,0.0003
7,34,2022-02-04,114.55,-0.0051
7,35,2022-02-05,116.44,0.011
7,36,2022-02-06,115.65,0.0039
7,37,2022-02-07,114.54,-0.006
7,38,2022-02-08,113.63,-0.0142
7,39,2022-02-09,115.61,0.0026
7,40,2022-02-10,116.0,0.0057
7,41,2022-02-11,115.93,0.0048
7,42,2022-02-12,115.06,-0.003
7,43,2022-02-13,115.74,0.0026
7,44,2022-02-14,114.75,-0.0064
7,45,2022-02-15,114.04,-0.0128
7,46,2022-02-16,114.65,-0.0078
7,47,2022-02-17,116.57,0.0085
7,48,2022-02-18,114.43,-0.0102
7,49,2022-02-19,116.77,0.0097
7,50,2022-02-20,114.71,-0.0085
7,51,2022-02-21,116.38,0.0057
7,52,2022-02-22,112.9,-0.0247
7,53,2022-02-23,118.31,0.0218
7,54,2022-02-24,116.94,0.0096
7,55,2022-02-25,115.28,-0.0051
7,56,2022-02-26,116.03,0.0012
7,57,2022-02-27,115.86,-0.0006
7,58,2022-02-28,116.77,0.007
7,59,2022-03-01,116.14,0.0012
7,60,2022-03-02,116.43,0.0034
7,61,2022-03-03,115.39,-0.0059
7,62,2022-03-04,115.0,-0.0095
7,63,2022-03-05,116.96,0.007
7,64,2022-03-06,119.21,0.0261
7,65,2022-03-07,114.71,-0.0129
7,66,2022-03-08,116.93,0.0059
7,67,2022-03-09,116.69,0.0036
7,68,2022-03-10,113.89,-0.0208
7,69,2022-03-11,117.57,0.0105
7,70,2022-03-12,117.55,0.01
7,71,2022-03-13,115.3,-0.0096
7,72,2022-03-14,116.53,0.0007
7,73,2022-03-15,116.0,-0.0042
7,74,2022-03-16,117.67,0.0098
7,75,2022-03-17,115.87,-0.0059
7,76,2022-03-18,116.44,-0.0013
7,77,2022-03-19,116.13,-0.0042
7,78,2022-03-20,118.03,0.0117
7,79,2022-03-21,116.59,-0.0009
7,80,2022-03-22,116.48,-0.0022
7,81,2022-03-23,117.06,0.0025
7,82,2022-03-24,118.17,0.0117
7,83,2022-03-25,117.63,0.0067
7,84,2022-03-26,116.4,-0.004
7,85,2022-03-27,117.24,0.0029
7,86,2022-03-28,115.68,-0.0108
7,87,2022-03-29,115.75,-0.0105
7,88,2022-03-30,118.13,0.0096
7,89,2022-03-31,117.61,0.0048
7,90,2022-04-01,117.42,0.0029
7,91,2022-04-02,116.78,-0.0029
7,92,2022-04-03,118.88,0.0147
7,93,2022-04-04,115.38,-0.0154
7,94,2022-04-05,116.7,-0.0045
7,95,2022-04-06,118.12,0.0073
7,96,2022-04-07,116.17,-0.0096
7,97,2022-04-08,116.19,-0.0097
7,98,2022-04-09,115.77,-0.0136
7,99,2022-04-10,116.03,-0.0116
7,100,2022-04-11,118.29,0.0072
7,101,2022-04-12,118.68,0.0103
7,102,2022-04-13,117.29,-0.0018
7,103,2022-04-14,118.09,0.0047
7,104,2022-04-15,117.26,-0.0027
7,105,2022-04-16,116.54,-0.0091
7,106,2022-04-17,118.34,0.0059
7,107,2022-04-18,118.74,0.0089
7,108,2022-04-19,119.88,0.0183
7,109,2022-04-20,118.87,0.0095
7,110,2022-04-21,118.49,0.0059
7,111,2022-04-22,118.34,0.0044
7,112,2022-04-23,118.07,0.0018
7,113,2022-04-24,117.89,-0.0
7,114,2022-04-25,117.13,-0.0068
7,115,2022-04-26,118.37,0.0034
7,116,2022-04-27,119.53,0.0129
7,117,2022-04-28,120.14,0.0178
7,118,2022-04-29,117.46,-0.0052
7,119,2022-04-30,117.87,-0.002
7,120,2022-05-01,118.93,0.0066
7,121,2022-05-02,117.69,-0.0042
7,122,2022-05-03,117.34,-0.0074
7,123,2022-05-04,118.93,0.0058
7,124,2022-05-05,117.25,-0.0087
7,125,2022-05-06,118.13,-0.0016
7,126,2022-05-07,118.29,-0.0005
7,127,2022-05-08,120.04,0.014
7,128,2022-05-09,116.91,-0.0128
7,129,2022-05-10,116.09,-0.02
7,130,2022-05-11,118.35,-0.0012
7,131,2022-05-12,117.17,-0.0115
7,132,2022-05-13,120.09,0.0129
7,133,2022-05-14,118.62,0.0001
7,134,2022-05-15,119.06,0.0035
7,135,2022-05-16,117.69,-0.0083
7,136,2022-05-17,118.24,-0.0039
7,137,2022-05-18,118.86,0.0009
7,138,2022-05-19,119.24,0.0039
7,139,2022-05-20,117.45,-0.0115
7,140,2022-05-21,117.99,-0.0073
7,141,2022-05-22,118.36,-0.0045
7,142,2022-05-23,119.34,0.0035
7,143,2022-05-24,117.24,-0.0145
7,144,2022-05-25,119.18,0.0015
7,145,2022-05-26,119.51,0.004
7,146,2022-05-27,118.8,-0.0022
7,147,2022-05-28,121.43,0.0196
7,148,2022-05-29,118.55,-0.0049
7,149,2022-05-30,118.93,-0.002
7,150,2022-05-31,118.89,-0.0027
7,151,2022-06-01,118.22,-0.0086
7,152,2022-06-02,119.48,0.0017
7,153,2022-06-03,120.29,0.0082
7,154,2022-06-04,117.3,-0.0172
7,155,2022-06-05,119.17,-0.0018
7,156,2022-06-06,119.93,0.0042
7,157,2022-06-07,120.0,0.0045
7,158,2022-06-08,118.8,-0.0058
7,159,2022-06-09,120.04,0.0043
7,160,2022-06-10,118.75,-0.0068
7,161,2022-06-11,119.17,-0.0036
7,162,2022-06-12,121.84,0.0184
7,163,2022-06-13,118.32,-0.0113
7,164,2022-06-14,121.63,0.016
7,165,2022-06-15,119.36,-0.0033
7,166,2022-06-16,120.2,0.0035
7,167,2022-06-17,119.06,-0.0063
7,168,2022-06-18,119.84,-0.0002
7,169,2022-06-19,120.51,0.0052
7,170,2022-06-20,119.89,-0.0003
7,171,2022-06-21,120.17,0.0017
7,172,2022-06-22,119.54,-0.0038
7,173,2022-06-23,118.71,-0.011
7,174,2022-06-24,118.97,-0.0092
7,175,2022-06-25,119.81,-0.0025
7,176,2022-06-26,119.61,-0.0044
7,177,2022-06-27,120.54,0.003
7,178,2022-06-28,121.15,0.0078
7,179,2022-06-29,119.94,-0.0026
7,180,2022-06-30,121.61,0.011
7,181,2022-07-01,122.47,0.0178
7,182,2022-07-02,120.47,0.0009
7,183,2022-07-03,118.2,-0.0182
7,184,2022-07-04,122.12,0.014
7,185,2022-07-05,121.35,0.0073
7,186,2022-07-06,118.71,-0.0149
7,187,2022-07-07,120.02,-0.0043
7,188,2022-07-08,120.24,-0.0028
7,189,2022-07-09,120.7,0.0007
7,190,2022-07-10,119.39,-0.0104
7,191,2022-07-11,120.3,-0.0032
7,192,2022-07-12,121.88,0.0096
7,193,2022-07-13,120.97,0.0018
7,194,2022-07-14,121.26,0.0039
7,195,2022-07-15,119.93,-0.0074
7,196,2022-07-16,119.33,-0.0127
7,197,2022-07-17,123.02,0.0175
7,198,2022-07-18,121.13,0.0016
7,199,2022-07-19,121.84,0.0072
7,200,2022-07-20,120.93,-0.0007
7,201,2022-07-21,121.53,0.004
7,202,2022-07-22,122.14,0.0087
7,203,2022-07-23,121.89,0.0063
7,204,2022-07-24,119.47,-0.0139
7,205,2022-07-25,120.58,-0.005
7,206,2022-07-26,121.7,0.0039
7,207,2022-07-27,119.3,-0.0162
7,208,2022-07-28,121.95,0.0053
7,209,2022-07-29,122.25,0.0075
7,210,2022-07-30,120.34,-0.0085
7,211,2022-07-31,122.72,0.0108
7,212,2022-08-01,122.29,0.0069
7,213,2022-08-02,121.13,-0.0029
7,214,2022-08-03,122.21,0.0057
7,215,2022-08-04,122.2,0.0053
7,216,2022-08-05,120.23,-0.0112
7,217,2022-08-06,121.63,-0.0
7,218,2022-08-07,121.72,0.0004
7,219,2022-08-08,121.62,-0.0007
7,220,2022-08-09,120.84,-0.0074
7,221,2022-08-10,122.35,0.0047
7,222,2022-08-11,121.55,-0.0022
7,223,2022-08-12,120.56,-0.0106
7,224,2022-08-13,121.72,-0.0013
7,225,2022-08-14,122.33,0.0033
7,226,2022-08-15,123.18,0.01
7,227,2022-08-16,121.6,-0.0032
7,228,2022-08-17,121.18,-0.007
7,229,2022-08-18,122.71,0.0052
7,230,2022-08-19,120.03,-0.017
7,231,2022-08-20,122.06,-0.0007
7,232,2022-08-21,120.04,-0.0175
7,233,2022-08-22,122.53,0.0026
7,234,2022-08-23,123.81,0.0127
7,235,2022-08-24,121.01,-0.0104
7,236,2022-08-25,121.6,-0.0059
7,237,2022-08-26,123.01,0.0053
7,238,2022-08-27,121.44,-0.0078
7,239,2022-08-28,120.25,-0.0179
7,240,2022-08-29,123.48,0.0082
7,241,2022-08-30,123.52,0.0083
7,242,2022-08-31,124.81,0.0185
7,243,2022-09-01,124.16,0.0129
7,244,2022-09-02,123.42,0.0066
7,245,2022-09-03,120.93,-0.0141
7,246,2022-09-04,121.81,-0.0072
7,247,2022-09-05,122.37,-0.0029
7,248,2022-09-06,123.16,0.0032
7,249,2022-09-07,123.7,0.0073
7,250,2022-09-08,123.53,0.0056
7,251,2022-09-09,124.42,0.0126
7,252,2022-09-10,124.54,0.0133
7,253,2022-09-11,122.95,-0.0
7,254,2022-09-12,123.5,0.0042
7,255,2022-09-13,121.79,-0.01
7,256,2022-09-14,124.22,0.0094
7,257,2022-09-15,122.43,-0.0054
7,258,2022-09-16,122.16,-0.0079
7,259,2022-09-17,122.97,-0.0016
7,260,2022-09-18,122.81,-0.0032
7,261,2022-09-19,123.95,0.0057
7,262,2022-09-20,124.01,0.0059
7,263,2022-09-21,123.12,-0.0016
7,264,2022-09-22,124.83,0.012
7,265,2022-09-23,125.5,0.0171
7,266,2022-09-24,121.82,-0.0131
7,267,2022-09-25,122.87,-0.0048
7,268,2022-09-26,122.46,-0.0085
7,269,2022-09-27,123.06,-0.0039
7,270,2022-09-28,123.97,0.0031
7,271,2022-09-29,123.55,-0.0006
7,272,2022-09-30,122.65,-0.0081
7,273,2022-10-01,123.2,-0.0039
7,274,2022-10-02,121.81,-0.0155
7,275,2022-10-03,122.46,-0.0106
7,276,2022-10-04,124.38,0.0046
7,277,2022-10-05,124.7,0.007
7,278,2022-10-06,122.44,-0.0116
7,279,2022-10-07,124.28,0.003
7,280,2022-10-08,123.5,-0.0036
7,281,2022-10-09,122.61,-0.0111
7,282,2022-10-10,124.8,0.0062
7,283,2022-10-11,122.48,-0.0127
7,284,2022-10-12,124.61,0.0041
7,285,2022-10-13,127.65,0.0283
7,286,2022-10-14,124.87,0.0056
7,287,2022-10-15,124.62,0.0033
7,288,2022-10-16,123.64,-0.0049
7,289,2022-10-17,123.6,-0.0055
7,290,2022-10-18,126.44,0.017
7,291,2022-10-19,125.31,0.0077
7,292,2022-10-20,126.7,0.0185
7,293,2022-10-21,123.95,-0.0039
7,294,2022-10-22,124.83,0.0028
7,295,2022-10-23,124.31,-0.0016
7,296,2022-10-24,123.68,-0.007
7,297,2022-10-25,124.92,0.0027
7,298,2022-10-26,123.87,-0.0061
7,299,2022-10-27,125.5,0.0067
7,300,2022-10-28,127.44,0.022
7,301,2022-10-29,125.09,0.0028
7,302,2022-10-30,124.41,-0.0029
7,303,2022-10-31,125.0,0.0015
7,304,2022-11-01,123.83,-0.0082
7,305,2022-11-02,125.09,0.0016
7,306,2022-11-03,124.15,-0.0062
7,307,2022-11-04,125.76,0.0064
7,308,2022-11-05,125.46,0.0037
7,309,2022-11-06,124.09,-0.0076
7,310,2022-11-07,125.53,0.0036
7,311,2022-11-08,125.12,0.0001
7,312,2022-11-09,126.06,0.0073
7,313,2022-11-10,126.23,0.0083
7,314,2022-11-11,124.07,-0.0092
7,315,2022-11-12,125.71,0.0036
7,316,2022-11-13,122.95,-0.0188
7,317,2022-11-14,125.13,-0.0017
7,318,2022-11-15,125.34,-0.0003
7,319,2022-11-16,125.33,-0.0006
7,320,2022-11-17,125.38,-0.0005
7,321,2022-11-18,124.84,-0.0051
7,322,2022-11-19,125.24,-0.0023
7,323,2022-11-20,124.43,-0.009
7,324,2022-11-21,125.4,-0.0016
7,325,2022-11-22,124.75,-0.007
7,326,2022-11-23,125.29,-0.0031
7,327,2022-11-24,127.33,0.0129
7,328,2022-11-25,123.45,-0.0183
7,329,2022-11-26,126.18,0.0031
7,330,2022-11-27,126.08,0.0021
7,331,2022-11-28,126.52,0.0052
7,332,2022-11-29,126.82,0.0073
7,333,2022-11-30,126.61,0.0053
7,334,2022-12-01,127.21,0.0098
7,335,2022-12-02,127.39,0.0109
7,336,2022-12-03,124.15,-0.0151
7,337,2022-12-04,126.52,0.0034
7,338,2022-12-05,126.02,-0.0008
7,339,2022-12-06,126.45,0.0023
7,340,2022-12-07,128.06,0.0147
7,341,2022-12-08,124.48,-0.0139
7,342,2022-12-09,127.35,0.0085
7,343,2022-12-10,126.95,0.005
7,344,2022-12-11,127.12,0.0061
7,345,2022-12-12,126.33,-0.0005
7,346,2022-12-13,126.6,0.0014
7,347,2022-12-14,126.46,-0.0
7,348,2022-12-15,126.19,-0.0025
7,349,2022-12-16,126.09,-0.0036
7,350,2022-12-17,127.97,0.011
7,351,2022-12-18,126.87,0.002
7,352,2022-12-19,126.26,-0.0032
7,353,2022-12-20,127.86,0.0092
7,354,2022-12-21,126.29,-0.0035
7,355,2022-12-22,129.21,0.0192
7,356,2022-12-23,126.53,-0.0022
7,357,2022-12-24,127.82,0.0076
7,358,2022-12-25,124.03,-0.0225
7,359,2022-12-26,127.87,0.0075
7,360,2022-12-27,126.59,-0.0029
7,361,2022-12-28,129.11,0.0166
7,362,2022-12-29,125.66,-0.0108
7,363,2022-12-30,128.86,0.014
7,364,2022-12-31,127.19,0.0006
7,365,2023-01-01,127.45,0.0023
7,366,2023-01-02,127.01,-0.0014
7,367,2023-01-03,126.65,-0.0046
7,368,2023-01-04,128.38,0.0087
7,369,2023-01-05,126.19,-0.0088
7,370,2023-01-06,126.87,-0.0037
7,371,2023-01-07,127.19,-0.0015
7,372,2023-01-08,125.51,-0.015
7,373,2023-01-09,126.33,-0.0088
7,374,2023-01-10,128.54,0.0082
7,375,2023-01-11,127.28,-0.002
7,376,2023-01-12,127.43,-0.0011
7,377,2023-01-13,127.96,0.0027
7,378,2023-01-14,126.73,-0.0072
7,379,2023-01-15,127.43,-0.002
7,380,2023-01-16,127.46,-0.0021
7,381,2023-01-17,128.65,0.007
7,382,2023-01-18,127.46,-0.0027
7,383,2023-01-19,126.22,-0.0127
7,384,2023-01-20,127.77,-0.0009
7,385,2023-01-21,127.32,-0.0047
7,386,2023-01-22,127.65,-0.0024
7,387,2023-01-23,129.41,0.0111
7,388,2023-01-24,128.81,0.0061
7,389,2023-01-25,127.11,-0.0075
7,390,2023-01-26,128.82,0.0055
7,391,2023-01-27,127.62,-0.0041
7,392,2023-01-28,126.68,-0.0118
7,393,2023-01-29,128.27,0.0004
7,394,2023-01-30,129.29,0.008
7,395,2023-01-31,128.33,0.0002
7,396,2023-02-01,127.18,-0.009
7,397,2023-02-02,128.39,0.0001
7,398,2023-02-03,127.98,-0.0034
7,399,2023-02-04,128.59,0.001
7,400,2023-02-05,127.87,-0.0049
7,401,2023-02-06,129.7,0.0091
7,402,2023-02-07,127.76,-0.0063
7,403,2023-02-08,127.68,-0.0073
7,404,2023-02-09,128.81,0.0013
7,405,2023-02-10,127.91,-0.0061
7,406,2023-02-11,128.43,-0.0023
7,407,2023-02-12,127.75,-0.0078
7,408,2023-02-13,127.78,-0.0079
7,409,2023-02-14,129.37,0.0041
7,410,2023-02-15,128.94,0.0005
7,411,2023-02-16,129.48,0.0043
7,412,2023-02-17,129.72,0.006
7,413,2023-02-18,128.31,-0.0053
7,414,2023-02-19,129.72,0.0053
7,415,2023-02-20,129.46,0.003
7,416,2023-02-21,129.09,-0.0002
7,417,2023-02-22,128.82,-0.0026
7,418,2023-02-23,128.0,-0.0092
7,419,2023-02-24,128.57,-0.0051
7,420,2023-02-25,130.75,0.0114
7,421,2023-02-26,130.41,0.0085
7,422,2023-02-27,128.19,-0.0089
7,423,2023-02-28,130.24,0.0066
7,424,2023-03-01,130.13,0.0055
7,425,2023-03-02,128.55,-0.007
7,426,2023-03-03,130.05,0.0042
7,427,2023-03-04,130.77,0.0095
7,428,2023-03-05,132.21,0.0203
7,429,2023-03-06,129.29,-0.0025
7,430,2023-03-07,129.66,0.0001
7,431,2023-03-08,129.5,-0.0015
7,432,2023-03-09,130.88,0.0088
7,433,2023-03-10,129.92,0.0011
7,434,2023-03-11,131.32,0.0116
7,435,2023-03-12,130.82,0.0075
7,436,2023-03-13,129.32,-0.0044
7,437,2023-03-14,128.52,-0.0108
7,438,2023-03-15,130.18,0.0016
7,439,2023-03-16,131.69,0.013
7,440,2023-03-17,130.74,0.0053
7,441,2023-03-18,130.54,0.0035
7,442,2023-03-19,131.67,0.0119
7,443,2023-03-20,131.01,0.0065
7,444,2023-03-21,132.12,0.0147
7,445,2023-03-22,130.6,0.0028
7,446,2023-03-23,129.35,-0.0071
7,447,2023-03-24,129.81,-0.0039
7,448,2023-03-25,128.72,-0.0125
7,449,2023-03-26,130.64,0.0019
7,450,2023-03-27,130.21,-0.0017
7,451,2023-03-28,130.96,0.0037
7,452,2023-03-29,132.15,0.0125
7,453,2023-03-30,131.45,0.0069
7,454,2023-03-31,130.3,-0.0022
7,455,2023-04-01,131.72,0.0083
7,456,2023-04-02,129.28,-0.0107
7,457,2023-04-03,130.03,-0.0052
7,458,2023-04-04,129.69,-0.0081
7,459,2023-04-05,130.58,-0.0016
7,460,2023-04-06,128.73,-0.016
7,461,2023-04-07,131.38,0.0039
7,462,2023-04-08,132.79,0.0144
7,463,2023-04-09,130.21,-0.0056
7,464,2023-04-10,129.93,-0.0081
7,465,2023-04-11,132.76,0.0133
7,466,2023-04-12,130.48,-0.0044
7,467,2023-04-13,132.6,0.0114
7,468,2023-04-14,132.83,0.0129
7,469,2023-04-15,130.6,-0.0044
7,470,2023-04-16,131.54,0.0024
7,471,2023-04-17,132.27,0.0077
7,472,2023-04-18,132.7,0.0107
7,473,2023-04-19,130.42,-0.007
7,474,2023-04-20,132.19,0.0062
7,475,2023-04-21,131.25,-0.0013
7,476,2023-04-22,132.63,0.0089
7,477,2023-04-23,129.76,-0.0132
7,478,2023-04-24,131.91,0.0028
7,479,2023-04-25,131.48,-0.0007
7,480,2023-04-26,132.7,0.0083
7,481,2023-04-27,131.52,-0.001
7,482,2023-04-28,131.08,-0.0046
7,483,2023-04-29,130.08,-0.0125
7,484,2023-04-30,131.66,-0.0009
7,485,2023-05-01,131.12,-0.0053
7,486,2023-05-02,131.02,-0.0063
7,487,2023-05-03,132.36,0.0036
7,488,2023-05-04,131.48,-0.0034
7,489,2023-05-05,130.58,-0.0106
7,490,2023-05-06,132.5,0.0037
7,491,2023-05-07,133.2,0.0087
7,492,2023-05-08,130.86,-0.0093
7,493,2023-05-09,132.29,0.0012
7,494,2023-05-10,134.24,0.0157
7,495,2023-05-11,133.07,0.0065
7,496,2023-05-12,134.04,0.0135
7,497,2023-05-13,131.08,-0.0091
7,498,2023-05-14,130.91,-0.0107
7,499,2023-05-15,134.06,0.0128
7,500,2023-05-16,130.95,-0.011
7,501,2023-05-17,133.09,0.0049
7,502,2023-05-18,133.37,0.0067
7,503,2023-05-19,130.63,-0.0143
7,504,2023-05-20,132.21,-0.0027
7,505,2023-05-21,133.52,0.0069
7,506,2023-05-22,132.36,-0.0022
7,507,2023-05-23,131.31,-0.0104
7,508,2023-05-24,133.79,0.0081
7,509,2023-05-25,130.72,-0.0154
7,510,2023-05-26,134.16,0.0102
7,511,2023-05-27,133.01,0.0012
7,512,2023-05-28,134.57,0.0127
7,513,2023-05-29,132.18,-0.0056
7,514,2023-05-30,134.64,0.0126
7,515,2023-05-31,133.41,0.0031
7,516,2023-06-01,132.12,-0.0069
7,517,2023-06-02,131.24,-0.0139
7,518,2023-06-03,132.08,-0.0079
7,519,2023-06-04,133.76,0.0045
7,520,2023-06-05,132.63,-0.0043
7,521,2023-06-06,132.93,-0.0023
7,522,2023-06-07,134.17,0.0066
7,523,2023-06-08,133.11,-0.0016
7,524,2023-06-09,133.14,-0.0017
7,525,2023-06-10,133.32,-0.0006
7,526,2023-06-11,131.99,-0.0109
7,527,2023-06-12,133.57,0.0007
7,528,2023-06-13,133.32,-0.0015
7,529,2023-06-14,132.38,-0.0088
7,530,2023-06-15,134.34,0.0055
7,531,2023-06-16,135.01,0.0102
7,532,2023-06-17,131.92,-0.0132
7,533,2023-06-18,131.59,-0.0159
7,534,2023-06-19,135.26,0.0112
7,535,2023-06-20,136.58,0.0208
7,536,2023-06-21,134.18,0.0025
7,537,2023-06-22,134.49,0.0046
7,538,2023-06-23,134.07,0.0011
7,539,2023-06-24,134.53,0.0042
7,540,2023-06-25,132.72,-0.0096
7,541,2023-06-26,135.16,0.0083
7,542,2023-06-27,133.99,-0.0007
7,543,2023-06-28,134.9,0.0058
7,544,2023-06-29,134.7,0.004
7,545,2023-06-30,134.35,0.0011
7,546,2023-07-01,134.28,0.0003
7,547,2023-07-02,134.87,0.0043
7,548,2023-07-03,134.94,0.0046
7,549,2023-07-04,134.02,-0.0026
7,550,2023-07-05,135.17,0.0057
7,551,2023-07-06,133.49,-0.0071
7,552,2023-07-07,134.83,0.0026
7,553,2023-07-08,134.8,0.002
7,554,2023-07-09,134.92,0.0026
7,555,2023-07-10,134.17,-0.0033
7,556,2023-07-11,135.44,0.0059
7,557,2023-07-12,133.74,-0.0071
7,558,2023-07-13,134.94,0.0016
7,559,2023-07-14,133.26,-0.0112
7,560,2023-07-15,134.67,-0.001
7,561,2023-07-16,134.69,-0.0012
7,562,2023-07-17,133.96,-0.0069
7,563,2023-07-18,133.77,-0.0086
7,564,2023-07-19,136.4,0.0106
7,565,2023-07-20,135.26,0.0018
7,566,2023-07-21,135.38,0.0024
7,567,2023-07-22,135.17,0.0006
7,568,2023-07-23,135.27,0.001
7,569,2023-07-24,133.27,-0.0141
7,570,2023-07-25,134.73,-0.0036
7,571,2023-07-26,136.48,0.0091
7,572,2023-07-27,133.6,-0.0126
