investor_id,fund_id,transaction_date,date_id,amount_inr,transaction_type,state,city_tier,age_group,gender,kyc_status,annual_income_lakh,amfi_code,city
634,21,2022-09-15,257,23222.65,REDEMPTION,Gujarat,T2,40-50,F,Approved,29.1,115504,City_40
634,6,2025-10-29,1397,15837.93,LUMPSUM,Assam,B30,20-30,F,Approved,14.9,110487,City_41
634,19,2022-12-14,347,37224.66,REDEMPTION,Uttar Pradesh,B30,30-40,M,Approved,21.9,181560,City_76
634,17,2023-08-03,579,17160.1,REDEMPTION,Jharkhand,T3,40-50,M,Approved,27.0,150501,City_2
634,19,2023-09-10,617,30635.77,REDEMPTION,Bihar,T3,50-60,M,Approved,25.2,197983,City_17
634,5,2022-03-30,88,45420.45,REDEMPTION,West Bengal,T30,20-30,M,Approved,44.3,184382,City_91
634,2,2022-09-22,264,44736.02,SIP,Bihar,T2,20-30,M,Approved,48.5,180697,City_29
634,39,2024-05-23,873,28385.82,SIP,Himachal Pradesh,T3,50-60,M,Approved,15.9,177714,City_35
634,15,2025-06-03,1249,32348.85,SIP,Karnataka,T2,50-60,F,Approved,28.1,169871,City_9
634,34,2025-01-21,1116,16842.92,LUMPSUM,Assam,T2,60+,M,Approved,28.3,185318,City_96
634,16,2022-06-01,151,38044.58,SIP,Delhi,T30,20-30,F,Approved,41.4,112831,City_37
635,1,2022-12-18,351,1818.11,REDEMPTION,Uttar Pradesh,T30,50-60,F,Approved,10.1,113223,City_7
635,15,2024-11-07,1041,1865.71,LUMPSUM,Jharkhand,T3,30-40,M,Approved,13.9,101591,City_70
635,7,2025-08-31,1338,43127.03,LUMPSUM,Jharkhand,T2,20-30,F,Approved,32.4,174914,City_82
635,13,2023-05-17,501,26017.17,SIP,Rajasthan,T30,30-40,M,Approved,9.6,149495,City_72
635,10,2022-06-27,177,16248.27,SIP,Haryana,T30,60+,M,Approved,32.1,115919,City_75
635,36,2024-08-27,969,28181.02,REDEMPTION,West Bengal,B30,30-40,F,Approved,24.9,146492,City_94
635,7,2022-01-15,14,14695.61,LUMPSUM,Telangana,B30,50-60,M,Approved,3.5,138377,City_78
635,7,2024-09-03,976,39342.22,SIP,Telangana,T3,20-30,M,Approved,34.5,147051,City_23
635,10,2025-07-05,1281,37750.99,SIP,Gujarat,T3,60+,M,Approved,47.3,180562,City_30
635,17,2022-01-11,10,15655.57,SIP,Delhi,T3,40-50,M,Approved,16.8,176956,City_81
635,36,2025-02-24,1150,41197.86,LUMPSUM,Telangana,T2,50-60,M,Approved,36.9,153093,City_39
636,27,2024-12-06,1070,12956.66,REDEMPTION,Tamil Nadu,T2,60+,F,Approved,7.9,176922,City_20
636,35,2023-03-01,424,44772.23,REDEMPTION,Chhattisgarh,T3,60+,F,Approved,36.5,130635,City_56
636,23,2022-10-24,296,27635.95,LUMPSUM,Assam,B30,40-50,F,Approved,25.8,191261,City_14
636,23,2024-06-17,898,33235.34,SIP,Chhattisgarh,T30,30-40,F,Approved,22.8,164697,City_82
636,8,2023-02-24,419,35284.18,REDEMPTION,Kerala,T2,60+,M,Approved,21.7,159935,City_11
636,7,2024-12-14,1078,24204.6,SIP,Maharashtra,B30,50-60,M,Approved,28.4,165251,City_52
636,1,2024-08-02,944,6600.21,REDEMPTION,Karnataka,B30,60+,M,Approved,36.1,185124,City_68
636,18,2024-06-12,893,39766.27,REDEMPTION,Assam,T2,40-50,M,Approved,7.8,127773,City_8
636,29,2022-02-26,56,38117.02,LUMPSUM,Tamil Nadu,T3,50-60,F,Approved,29.1,117125,City_80
636,3,2022-05-30,149,41648.46,REDEMPTION,Uttar Pradesh,T30,40-50,F,Approved,36.1,132093,City_25
636,2,2025-04-28,1213,14010.33,SIP,Madhya Pradesh,T3,30-40,M,Approved,18.3,105222,City_45
637,4,2025-05-07,1222,11840.03,LUMPSUM,Chhattisgarh,B30,30-40,F,Approved,18.3,173978,City_73
637,24,2022-09-21,263,17418.17,REDEMPTION,Andhra Pradesh,T3,40-50,F,Approved,14.1,118900,City_93
637,18,2025-05-30,1245,46440.72,REDEMPTION,Delhi,B30,40-50,F,Approved,40.3,102050,City_95
637,30,2024-07-15,926,13794.96,LUMPSUM,Odisha,T30,20-30,M,Approved,8.8,115919,City_43
637,12,2022-10-29,301,6860.34,SIP,Chhattisgarh,T30,20-30,M,Approved,27.2,123203,City_53
637,25,2023-06-09,524,2217.99,SIP,Maharashtra,T30,50-60,M,Approved,7.1,136216,City_7
637,30,2025-02-26,1152,45102.97,LUMPSUM,Jharkhand,T30,20-30,F,Approved,47.6,118855,City_79
637,18,2022-01-01,0,28252.62,LUMPSUM,Delhi,T3,40-50,F,Approved,30.3,182669,City_50
637,19,2022-06-28,178,8244.45,SIP,Telangana,B30,40-50,F,Approved,6.2,127295,City_91
637,13,2025-06-01,1247,48110.98,REDEMPTION,Delhi,T2,50-60,M,Approved,42.1,141734,City_7
637,28,2024-09-16,989,24355.92,SIP,Telangana,T3,40-50,M,Approved,43.6,144512,City_19
638,7,2023-07-05,550,14102.96,REDEMPTION,Andhra Pradesh,B30,60+,M,Approved,19.8,147705,City_49
638,30,2022-07-07,187,41656.87,LUMPSUM,Assam,B30,40-50,M,Approved,4.5,187022,City_17
638,1,2025-10-17,1385,37337.84,LUMPSUM,Kerala,B30,40-50,F,Approved,15.9,122748,City_14
638,4,2022-02-04,34,46731.84,LUMPSUM,Gujarat,T2,40-50,F,Approved,39.1,193956,City_92
638,8,2024-04-05,825,4847.6,SIP,Punjab,T3,30-40,F,Approved,47.0,103551,City_7
638,21,2022-04-08,97,19726.81,LUMPSUM,Rajasthan,T3,60+,M,Approved,41.8,170729,City_76
638,26,2022-04-17,106,19123.04,REDEMPTION,West Bengal,T30,50-60,F,Approved,24.1,162641,City_34
638,29,2022-02-03,33,48045.0,REDEMPTION,Uttar Pradesh,T3,40-50,F,Approved,12.4,110603,City_48
638,35,2024-04-24,844,29633.64,LUMPSUM,West Bengal,T3,50-60,F,Approved,4.1,126093,City_65
638,15,2025-08-28,1335,16965.79,SIP,Maharashtra,T3,40-50,M,Approved,12.6,159110,City_25
638,21,2023-06-24,539,30179.07,SIP,Tamil Nadu,T3,60+,F,Approved,43.5,117662,City_71
639,7,2025-01-20,1115,48665.99,SIP,Karnataka,T2,20-30,F,Approved,28.0,139521,City_53
639,37,2024-10-13,1016,34155.22,LUMPSUM,Telangana,T3,30-40,F,Approved,34.4,154262,City_56
639,15,2022-05-19,138,1171.61,LUMPSUM,Madhya Pradesh,T30,50-60,M,Approved,7.3,107658,City_40
639,31,2025-07-05,1281,542.39,SIP,Jharkhand,B30,30-40,M,Approved,47.5,109605,City_65
639,38,2023-06-07,522,47394.88,LUMPSUM,Punjab,T30,30-40,F,Approved,8.2,105983,City_81
639,15,2025-08-29,1336,22998.71,LUMPSUM,Punjab,T3,40-50,M,Approved,46.4,132536,City_85
640,11,2025-02-08,1134,15283.89,SIP,Punjab,T2,40-50,M,Approved,39.5,194158,City_91
640,34,2024-03-24,813,19033.68,SIP,Uttar Pradesh,T2,40-50,M,Approved,29.7,156168,City_4
640,12,2024-05-03,853,35230.95,SIP,Himachal Pradesh,T30,50-60,F,Approved,37.1,167032,City_8
640,19,2023-10-15,652,24933.45,REDEMPTION,Maharashtra,T2,60+,M,Approved,36.6,132815,City_83
641,7,2022-04-06,95,7490.41,REDEMPTION,Andhra Pradesh,T30,40-50,M,Approved,41.8,196699,City_92
641,10,2023-02-17,412,27711.92,REDEMPTION,Rajasthan,B30,40-50,M,Approved,37.2,157482,City_24
641,9,2022-05-27,146,5802.17,LUMPSUM,Tamil Nadu,T3,60+,F,Approved,43.2,194281,City_62
641,29,2025-07-11,1287,49063.95,REDEMPTION,Odisha,T2,40-50,M,Approved,48.1,192244,City_48
641,31,2024-10-28,1031,28355.31,SIP,Assam,T3,60+,F,Approved,44.3,132443,City_55
641,23,2024-04-20,840,13143.81,SIP,Maharashtra,T3,60+,M,Approved,44.2,195878,City_28
641,14,2025-04-28,1213,35202.03,REDEMPTION,Punjab,T2,40-50,F,Approved,27.0,114784,City_1
641,15,2024-04-24,844,45102.39,SIP,Himachal Pradesh,T2,60+,F,Approved,7.1,142240,City_60
641,17,2022-01-29,28,16294.61,LUMPSUM,Madhya Pradesh,T2,60+,M,Approved,12.6,154780,City_42
642,31,2023-01-21,385,31927.29,SIP,Odisha,T30,50-60,F,Approved,8.6,150489,City_19
642,15,2023-10-15,652,22914.49,SIP,Gujarat,T30,30-40,F,Approved,48.0,183038,City_91
642,38,2023-01-05,369,15555.31,LUMPSUM,Delhi,T30,60+,F,Approved,28.8,170849,City_47
642,36,2022-05-07,126,44663.56,SIP,Madhya Pradesh,T2,30-40,M,Approved,28.6,102132,City_43
642,39,2023-12-11,709,43393.99,REDEMPTION,Telangana,T3,60+,F,Approved,17.0,194949,City_84
642,26,2025-04-11,1196,27917.74,REDEMPTION,Telangana,T30,40-50,M,Approved,16.7,126898,City_62
642,18,2025-06-18,1264,29540.19,REDEMPTION,Tamil Nadu,T3,30-40,M,Approved,36.4,122174,City_54
643,26,2022-05-22,141,39376.21,LUMPSUM,Karnataka,T2,60+,M,Approved,16.7,184529,City_60
643,2,2024-09-01,974,20452.13,REDEMPTION,Uttar Pradesh,B30,30-40,M,Approved,4.9,136031,City_44
643,35,2024-04-10,830,48516.0,REDEMPTION,Andhra Pradesh,T3,20-30,M,Approved,4.5,102909,City_55
643,13,2024-04-27,847,26056.27,LUMPSUM,Uttar Pradesh,B30,20-30,F,Approved,47.1,122974,City_51
643,32,2024-11-20,1054,35208.91,LUMPSUM,Kerala,T30,30-40,F,Approved,39.7,179486,City_78
643,5,2023-06-30,545,3336.43,REDEMPTION,Rajasthan,T2,40-50,M,Approved,22.4,158066,City_50
643,36,2022-05-15,134,9525.06,LUMPSUM,Tamil Nadu,T30,60+,M,Approved,17.3,135510,City_95
643,12,2022-04-10,99,31087.63,REDEMPTION,Andhra Pradesh,T2,30-40,F,Approved,29.3,124056,City_85
643,12,2023-12-02,700,44472.04,SIP,Delhi,B30,50-60,F,Approved,5.6,163959,City_34
643,30,2022-03-31,89,44085.32,REDEMPTION,Delhi,T3,40-50,M,Approved,37.4,197926,City_47
643,39,2023-05-12,496,8743.78,LUMPSUM,Gujarat,T3,40-50,M,Approved,47.2,161529,City_74
644,37,2022-09-13,255,7232.68,LUMPSUM,Jharkhand,T3,30-40,M,Approved,44.3,104518,City_79
644,23,2023-08-31,607,26568.21,SIP,Odisha,B30,60+,F,Approved,27.7,166713,City_89
644,6,2022-03-16,74,3204.39,SIP,Maharashtra,B30,50-60,F,Approved,13.1,152301,City_71
644,19,2025-02-14,1140,30223.9,REDEMPTION,Delhi,B30,30-40,M,Approved,2.5,116837,City_26
644,18,2023-11-14,682,45625.02,SIP,Punjab,T30,50-60,M,Approved,9.7,198989,City_6
644,17,2022-11-09,312,34529.26,LUMPSUM,Rajasthan,T2,20-30,M,Approved,46.9,125038,City_8
644,6,2022-08-30,241,39573.14,LUMPSUM,Assam,B30,20-30,F,Approved,49.7,137010,City_22
644,30,2024-08-30,972,2117.44,SIP,Rajasthan,T3,50-60,F,Approved,13.0,134183,City_61
645,8,2025-10-18,1386,21060.13,REDEMPTION,Rajasthan,T3,30-40,M,Approved,23.0,196090,City_54
645,32,2023-06-18,533,19456.85,LUMPSUM,Himachal Pradesh,B30,30-40,M,Approved,31.6,155285,City_96
645,25,2023-12-04,702,12218.24,SIP,Kerala,T3,20-30,M,Approved,15.5,158769,City_17
645,26,2022-02-17,47,7818.51,SIP,Madhya Pradesh,T30,30-40,M,Approved,29.2,119158,City_4
645,21,2024-09-09,982,20091.03,REDEMPTION,Bihar,T2,20-30,F,Approved,4.1,164048,City_62
645,18,2025-01-01,1096,30239.03,SIP,Telangana,B30,30-40,M,Approved,23.8,151825,City_64
645,16,2022-07-10,190,14662.23,SIP,Gujarat,T2,50-60,F,Approved,23.4,126323,City_46
645,34,2022-05-23,142,32580.63,LUMPSUM,Odisha,B30,30-40,M,Approved,32.3,189127,City_66
645,18,2024-12-25,1089,24500.23,LUMPSUM,Andhra Pradesh,T30,20-30,F,Approved,23.0,147249,City_9
645,15,2022-10-20,292,35991.51,LUMPSUM,Chhattisgarh,B30,60+,M,Approved,4.5,199291,City_53
646,8,2025-10-19,1387,23081.92,REDEMPTION,Chhattisgarh,T2,20-30,F,Approved,10.9,171003,City_57
646,19,2022-11-28,331,38373.1,SIP,Haryana,T3,20-30,F,Approved,22.4,178224,City_33
646,2,2025-09-22,1360,31272.44,LUMPSUM,West Bengal,T3,30-40,F,Approved,9.8,147044,City_2
647,6,2023-02-03,398,4406.92,LUMPSUM,Rajasthan,T2,50-60,F,Approved,23.8,108516,City_40
647,4,2024-05-05,855,46365.02,LUMPSUM,Bihar,T3,60+,M,Approved,2.9,109573,City_27
647,29,2022-07-26,206,2473.72,REDEMPTION,Telangana,T2,50-60,M,Approved,4.8,100465,City_66
647,1,2023-04-22,476,15223.52,REDEMPTION,Gujarat,B30,30-40,M,Approved,44.4,123062,City_35
647,8,2023-01-12,376,2691.86,LUMPSUM,Rajasthan,B30,50-60,F,Approved,5.0,193798,City_96
647,8,2022-04-23,112,6642.29,SIP,Uttar Pradesh,T2,30-40,F,Approved,17.7,125003,City_36
648,9,2023-10-19,656,21720.4,SIP,Andhra Pradesh,T30,30-40,M,Approved,31.7,126206,City_35
648,13,2022-12-29,362,17765.07,SIP,Tamil Nadu,B30,20-30,F,Approved,24.5,119324,City_55
648,12,2023-12-22,720,28618.07,REDEMPTION,Kerala,T3,50-60,M,Approved,14.9,115837,City_26
648,4,2022-04-20,109,34846.4,SIP,Maharashtra,T3,20-30,M,Approved,43.8,124769,City_18
648,25,2025-07-16,1292,1074.66,LUMPSUM,Andhra Pradesh,T30,60+,F,Approved,41.0,169578,City_54
648,19,2024-07-10,921,8379.8,SIP,Andhra Pradesh,T3,40-50,M,Approved,30.0,143530,City_87
648,18,2023-08-01,577,18203.5,REDEMPTION,Himachal Pradesh,T3,40-50,M,Approved,8.2,128061,City_83
648,26,2025-06-24,1270,854.76,SIP,Bihar,T2,50-60,M,Approved,31.5,140863,City_1
649,6,2023-10-16,653,17374.19,SIP,Delhi,T30,30-40,M,Approved,32.9,130495,City_74
649,11,2023-12-28,726,48708.17,SIP,Jharkhand,T2,40-50,F,Approved,14.5,160321,City_41
649,31,2022-12-13,346,33797.78,SIP,Jharkhand,T2,60+,F,Approved,38.6,167956,City_15
650,5,2023-12-31,729,19299.22,SIP,Delhi,T3,50-60,F,Approved,32.0,179629,City_81
650,8,2022-07-06,186,34968.79,SIP,Rajasthan,B30,40-50,M,Approved,47.5,119634,City_2
650,35,2025-03-12,1166,2584.85,SIP,Madhya Pradesh,B30,50-60,F,Approved,45.3,138959,City_33
650,14,2023-02-27,422,22287.46,REDEMPTION,Assam,B30,60+,M,Approved,29.9,123631,City_1
650,25,2025-01-06,1101,30189.36,SIP,Odisha,T30,60+,M,Approved,31.4,194992,City_2
650,27,2023-02-08,403,5028.87,REDEMPTION,Andhra Pradesh,T30,40-50,F,Approved,15.1,143223,City_76
651,23,2025-08-25,1332,33764.87,SIP,Tamil Nadu,B30,50-60,M,Approved,34.9,173999,City_30
651,1,2023-02-25,420,42689.26,LUMPSUM,West Bengal,T3,30-40,F,Approved,13.2,121735,City_25
651,26,2024-12-26,1090,26044.84,REDEMPTION,Telangana,T3,60+,F,Approved,34.2,106436,City_18
651,25,2025-03-20,1174,13050.46,SIP,Andhra Pradesh,T3,40-50,M,Approved,33.1,114810,City_26
652,2,2023-08-29,605,24483.69,REDEMPTION,Tamil Nadu,T30,60+,M,Approved,4.8,107816,City_95
652,34,2023-05-30,514,6776.61,REDEMPTION,Jharkhand,T3,50-60,M,Approved,22.6,176251,City_20
652,34,2022-03-10,68,13823.28,SIP,Karnataka,B30,60+,F,Approved,2.0,149798,City_46
652,6,2023-01-29,393,42569.43,LUMPSUM,Rajasthan,T30,50-60,F,Approved,17.7,115952,City_80
652,32,2025-01-24,1119,35076.05,REDEMPTION,Assam,B30,20-30,M,Approved,33.4,177784,City_64
653,3,2024-01-03,732,601.25,REDEMPTION,Telangana,T2,60+,F,Approved,43.4,102202,City_52
653,29,2024-01-10,739,3522.03,LUMPSUM,Chhattisgarh,T2,40-50,M,Approved,40.5,192417,City_39
653,1,2022-07-20,200,24411.26,REDEMPTION,Himachal Pradesh,T3,60+,M,Approved,42.9,145264,City_52
653,25,2025-04-20,1205,6853.75,LUMPSUM,Punjab,T30,20-30,M,Approved,29.3,190877,City_19
653,36,2024-08-01,943,13687.18,LUMPSUM,Delhi,T2,50-60,M,Approved,3.7,180892,City_71
653,29,2022-05-04,123,23591.53,REDEMPTION,Punjab,T3,60+,F,Approved,39.9,180777,City_54
654,12,2024-04-03,823,41451.6,REDEMPTION,Bihar,B30,30-40,M,Approved,22.8,134798,City_52
654,22,2022-03-08,66,28758.95,LUMPSUM,Karnataka,T2,60+,F,Approved,48.7,141607,City_90
654,16,2023-06-03,518,48030.17,SIP,Haryana,T3,50-60,F,Approved,12.7,134775,City_87
654,23,2024-08-18,960,47647.95,REDEMPTION,Tamil Nadu,T30,40-50,F,Approved,18.3,161686,City_75
654,22,2023-01-14,378,39231.63,SIP,Kerala,T3,40-50,F,Approved,41.4,151028,City_23
654,34,2024-03-20,809,21061.44,SIP,Assam,B30,20-30,M,Approved,45.2,126775,City_81
655,8,2022-07-05,185,25165.21,REDEMPTION,Andhra Pradesh,T2,20-30,M,Approved,23.9,192394,City_54
655,38,2022-04-17,106,24138.01,REDEMPTION,West Bengal,T3,50-60,M,Approved,30.1,114438,City_5
655,16,2024-04-03,823,47362.26,SIP,Delhi,T2,50-60,M,Approved,47.4,118457,City_92
655,19,2025-06-03,1249,2769.14,LUMPSUM,Rajasthan,T30,60+,F,Approved,22.0,189468,City_56
655,29,2024-02-06,766,30434.91,REDEMPTION,Karnataka,T3,60+,F,Approved,32.3,135655,City_31
655,21,2023-11-02,670,44589.71,REDEMPTION,Jharkhand,B30,20-30,M,Approved,2.3,103555,City_59
655,19,2022-01-19,18,26849.07,REDEMPTION,Uttar Pradesh,T2,20-30,F,Approved,34.7,152803,City_61
655,26,2025-07-24,1300,46758.79,LUMPSUM,West Bengal,T3,40-50,F,Approved,43.2,155290,City_97
656,13,2025-06-16,1262,8634.63,SIP,Delhi,T3,50-60,M,Approved,20.4,188820,City_62
656,39,2023-06-24,539,25654.85,SIP,Telangana,T2,20-30,M,Approved,25.7,188375,City_90
656,6,2022-07-07,187,22693.21,SIP,West Bengal,T30,20-30,F,Approved,2.9,174693,City_68
656,21,2022-03-03,61,27227.31,REDEMPTION,Madhya Pradesh,T3,30-40,M,Approved,12.4,168137,City_26
656,10,2022-04-21,110,25648.92,REDEMPTION,Andhra Pradesh,B30,20-30,M,Approved,6.0,126837,City_45
656,30,2022-10-09,281,33652.66,LUMPSUM,Rajasthan,B30,30-40,M,Approved,46.0,116736,City_23
656,25,2022-10-09,281,12622.47,LUMPSUM,Haryana,T3,40-50,M,Approved,14.7,158113,City_33
656,1,2022-03-19,77,18011.35,SIP,Bihar,B30,30-40,F,Approved,40.4,104739,City_14
656,32,2022-01-26,25,3141.15,LUMPSUM,Haryana,B30,20-30,F,Approved,43.9,145164,City_78
657,27,2022-09-25,267,31018.55,SIP,Assam,T30,60+,M,Approved,11.8,113643,City_41
657,28,2023-07-24,569,28853.44,SIP,Gujarat,B30,60+,F,Approved,28.3,137469,City_9
657,38,2025-04-01,1186,18855.96,REDEMPTION,Karnataka,T3,30-40,M,Approved,38.1,180039,City_73
657,1,2025-08-20,1327,33826.67,REDEMPTION,Rajasthan,B30,30-40,F,Approved,35.3,121569,City_39
657,26,2023-01-18,382,35606.45,REDEMPTION,Chhattisgarh,T30,50-60,M,Approved,32.7,121332,City_84
657,36,2023-04-01,455,30741.42,REDEMPTION,Maharashtra,T3,60+,M,Approved,24.8,107118,City_65
657,27,2024-09-28,1001,9289.69,LUMPSUM,Haryana,B30,40-50,F,Approved,16.0,180888,City_38
657,35,2025-02-27,1153,1282.95,LUMPSUM,Uttar Pradesh,T3,40-50,F,Approved,36.5,174536,City_58
657,30,2022-02-04,34,36568.03,REDEMPTION,Rajasthan,T30,20-30,M,Approved,42.7,180495,City_50
658,38,2024-09-09,982,559.95,SIP,Uttar Pradesh,T3,40-50,F,Approved,18.4,137224,City_32
658,40,2023-07-14,559,30296.47,REDEMPTION,Assam,B30,30-40,M,Approved,41.9,171024,City_70
658,27,2022-06-29,179,11551.36,SIP,Himachal Pradesh,T30,40-50,F,Approved,35.9,153860,City_30
658,4,2025-04-20,1205,2273.42,REDEMPTION,Telangana,T3,30-40,M,Approved,44.3,143380,City_51
658,40,2022-01-12,11,23027.63,SIP,Telangana,T3,30-40,F,Approved,33.9,166008,City_34
658,35,2024-06-07,888,46034.95,SIP,Jharkhand,B30,40-50,M,Approved,25.3,196010,City_23
659,15,2024-08-14,956,40054.52,SIP,Jharkhand,T3,60+,F,Approved,15.2,131897,City_32
659,40,2023-03-08,431,27687.41,SIP,Maharashtra,T30,50-60,M,Approved,19.6,182429,City_34
659,37,2024-02-01,761,36361.84,SIP,Kerala,B30,30-40,M,Approved,40.4,116227,City_83
659,20,2024-08-27,969,40212.09,LUMPSUM,Delhi,T2,60+,F,Approved,2.9,110772,City_97
660,31,2022-05-25,144,41261.48,SIP,Andhra Pradesh,T3,60+,F,Approved,28.3,123462,City_7
660,7,2023-02-12,407,28744.25,REDEMPTION,Jharkhand,T3,40-50,F,Approved,19.1,156989,City_78
660,20,2025-08-23,1330,32939.63,LUMPSUM,Tamil Nadu,T2,50-60,F,Approved,45.4,144786,City_54
660,11,2024-06-06,887,44880.6,REDEMPTION,Uttar Pradesh,B30,40-50,F,Approved,48.7,151539,City_3
660,2,2024-05-24,874,21200.82,REDEMPTION,Telangana,T2,50-60,M,Approved,19.7,142471,City_62
660,8,2025-02-19,1145,43311.18,REDEMPTION,Himachal Pradesh,T30,30-40,F,Approved,40.8,152422,City_93
660,19,2024-08-03,945,38425.48,SIP,Andhra Pradesh,T30,30-40,F,Approved,12.0,184964,City_94
660,27,2022-08-31,242,43138.42,SIP,Delhi,B30,60+,M,Approved,43.0,144253,City_9
660,18,2023-08-14,590,31177.99,LUMPSUM,Kerala,T3,20-30,M,Approved,28.2,149531,City_11
660,1,2023-10-24,661,33086.53,LUMPSUM,Maharashtra,T2,30-40,F,Approved,33.8,148340,City_29
660,15,2023-11-14,682,32107.87,REDEMPTION,Kerala,T30,20-30,M,Approved,18.5,174701,City_33
661,16,2022-09-18,260,15357.63,SIP,Assam,T2,60+,F,Approved,43.8,178601,City_3
661,25,2022-08-23,234,4497.74,LUMPSUM,Telangana,T30,40-50,M,Approved,9.1,105058,City_4
661,6,2023-05-18,502,31592.98,REDEMPTION,Rajasthan,B30,40-50,M,Approved,47.5,155168,City_63
661,26,2022-10-06,278,46262.12,REDEMPTION,Telangana,T2,60+,F,Approved,35.5,178759,City_65
661,32,2024-08-29,971,24415.21,REDEMPTION,Assam,T2,30-40,M,Approved,38.0,174773,City_37
661,26,2024-11-05,1039,8983.81,LUMPSUM,Chhattisgarh,T3,50-60,F,Approved,6.7,104274,City_10
661,7,2022-02-08,38,35680.06,REDEMPTION,Bihar,B30,60+,F,Approved,8.0,193610,City_92
661,18,2022-04-10,99,26913.65,LUMPSUM,Uttar Pradesh,T30,50-60,M,Approved,24.4,156068,City_19
662,29,2025-02-24,1150,31490.7,REDEMPTION,Rajasthan,T2,30-40,F,Approved,36.6,161696,City_20
662,12,2023-03-12,435,27622.61,SIP,Uttar Pradesh,T30,40-50,F,Approved,31.6,161661,City_92
662,39,2024-11-12,1046,36941.61,LUMPSUM,Punjab,B30,60+,F,Approved,19.1,129746,City_66
662,29,2023-09-12,619,10589.3,LUMPSUM,Himachal Pradesh,B30,60+,F,Approved,8.9,128892,City_39
662,32,2023-08-28,604,19481.85,REDEMPTION,West Bengal,T3,20-30,M,Approved,44.2,165310,City_44
662,24,2024-02-21,781,44854.04,LUMPSUM,Rajasthan,B30,40-50,M,Approved,21.3,111152,City_99
662,7,2022-10-08,280,39785.79,SIP,Punjab,T3,40-50,M,Approved,7.2,164604,City_51
662,18,2025-07-19,1295,12596.75,SIP,Punjab,T3,50-60,M,Approved,43.8,175221,City_3
662,28,2024-02-25,785,6478.51,SIP,Kerala,T3,30-40,F,Approved,41.5,169585,City_55
662,36,2022-04-26,115,9254.09,LUMPSUM,Bihar,B30,30-40,M,Approved,27.1,186587,City_55
662,36,2022-02-12,42,24453.22,SIP,Telangana,T30,60+,F,Approved,10.3,102643,City_95
663,5,2023-07-18,563,23608.68,REDEMPTION,Punjab,B30,40-50,F,Approved,10.8,151150,City_70
663,39,2024-10-08,1011,12233.75,LUMPSUM,Telangana,T2,20-30,M,Approved,25.2,118415,City_61
663,37,2022-06-02,152,14867.24,LUMPSUM,Telangana,T3,20-30,M,Approved,28.5,177262,City_20
663,40,2023-05-02,486,30022.93,REDEMPTION,Haryana,T30,50-60,M,Approved,23.3,187212,City_9
663,38,2023-03-03,426,7453.81,REDEMPTION,Gujarat,T30,30-40,F,Approved,48.0,123694,City_91
663,24,2025-05-16,1231,18494.65,REDEMPTION,Gujarat,T2,60+,M,Approved,22.0,171287,City_16
663,6,2024-07-18,929,35404.12,LUMPSUM,Himachal Pradesh,T30,30-40,F,Approved,20.3,101824,City_90
663,34,2022-04-18,107,44270.67,REDEMPTION,Andhra Pradesh,T3,30-40,F,Approved,44.3,174328,City_8
663,2,2023-03-25,448,16445.22,SIP,Gujarat,T30,40-50,F,Approved,20.8,160145,City_60
663,5,2022-12-10,343,25290.41,REDEMPTION,West Bengal,B30,20-30,M,Approved,37.0,143632,City_37
663,5,2024-05-23,873,621.54,LUMPSUM,Maharashtra,T30,40-50,F,Approved,8.7,190519,City_85
664,6,2022-01-12,11,38941.2,REDEMPTION,Jharkhand,T2,50-60,F,Approved,14.4,141512,City_71
664,27,2024-09-14,987,22086.57,REDEMPTION,Tamil Nadu,T3,60+,M,Approved,21.6,111396,City_83
664,27,2023-10-04,641,5526.61,REDEMPTION,Chhattisgarh,T3,20-30,F,Approved,8.8,113857,City_2
664,29,2022-12-19,352,36684.05,REDEMPTION,Maharashtra,T3,60+,F,Approved,43.9,188700,City_14
664,32,2024-04-22,842,28926.65,SIP,Kerala,T30,60+,M,Approved,14.4,181267,City_33
664,2,2022-03-30,88,47362.21,LUMPSUM,Punjab,T3,20-30,F,Approved,4.6,181122,City_6
664,1,2023-04-26,480,18464.76,LUMPSUM,Telangana,B30,50-60,F,Approved,37.8,158628,City_55
664,25,2024-12-05,1069,35358.95,LUMPSUM,Odisha,B30,50-60,M,Approved,7.2,117757,City_70
665,10,2025-08-18,1325,27125.58,SIP,Rajasthan,T3,50-60,F,Approved,22.1,120429,City_61
665,25,2025-05-17,1232,2168.16,REDEMPTION,Punjab,T30,20-30,F,Approved,46.9,144932,City_68
665,5,2023-11-23,691,14252.13,REDEMPTION,Madhya Pradesh,B30,40-50,F,Approved,46.2,166219,City_24
665,19,2023-02-06,401,13260.52,LUMPSUM,Punjab,T30,40-50,F,Approved,17.0,120290,City_68
665,37,2025-01-17,1112,35526.74,LUMPSUM,Uttar Pradesh,B30,30-40,F,Approved,44.4,119575,City_19
665,13,2023-02-16,411,26109.07,SIP,Maharashtra,T30,20-30,F,Approved,28.5,144354,City_95
665,39,2024-03-05,794,10610.16,SIP,West Bengal,T30,50-60,F,Approved,23.0,165807,City_67
665,19,2023-11-14,682,19926.34,LUMPSUM,Madhya Pradesh,T3,40-50,M,Approved,36.0,109443,City_1
665,9,2023-05-17,501,28261.45,LUMPSUM,Chhattisgarh,T30,40-50,F,Approved,37.5,138829,City_10
